,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,10,10,10,10,10,10,10,10,10,10,10,10,10
Reserves,110,144,189,205,183,208,388,563,658,628,793,"1,075","1,180"
Borrowings +,183,276,305,222,142,91,62,50,103,197,183,165,191
Other Liabilities +,303,326,289,321,212,211,327,202,370,365,358,612,650
Total Liabilities,606,756,793,757,547,520,786,825,"1,141","1,200","1,343","1,862","2,031"
Fixed Assets +,242,257,249,230,243,256,317,310,383,550,513,596,600
CWIP,3,3,1,18,7,18,9,44,159,82,126,64,126
Investments,5,5,5,5,5,5,77,104,150,49,136,180,155
Other Assets +,355,491,538,503,291,241,383,367,449,519,569,"1,022","1,151"
Total Assets,606,756,793,757,547,520,786,825,"1,141","1,200","1,343","1,862","2,031"
