,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,20,21,22,23,23,23,24,24,24,25,25,50,50
Reserves,209,270,341,402,472,544,680,814,940,"1,331","1,670","2,214","2,578"
Borrowings +,239,311,445,505,482,651,594,775,858,834,520,581,952
Other Liabilities +,86,104,189,220,345,442,547,568,952,"1,075","1,184","1,607","1,383"
Total Liabilities,554,706,997,"1,150","1,323","1,660","1,845","2,181","2,774","3,266","3,399","4,452","4,963"
Fixed Assets +,182,223,323,420,614,666,670,886,"1,034","1,708","1,736","1,837","1,839"
CWIP,19,46,15,28,24,32,122,46,27,10,108,504,774
Investments,2,0,1,18,19,13,0,1,49,2,1,91,108
Other Assets +,352,437,658,685,666,949,"1,052","1,248","1,663","1,546","1,554","2,020","2,242"
Total Assets,554,706,997,"1,150","1,323","1,660","1,845","2,181","2,774","3,266","3,399","4,452","4,963"
