,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,9,9,9,9,9,9,9,9,9,9,9,9,9
Reserves,"1,546","1,677","1,806","2,552","2,919","3,132","3,157","3,194","3,168","3,122","3,082","3,087","3,090"
Borrowings +,"1,084","1,247","1,464",495,486,509,498,101,4,0,0,0,1
Other Liabilities +,546,731,"1,408",529,548,327,311,287,275,268,251,272,332
Total Liabilities,"3,185","3,663","4,687","3,585","3,962","3,977","3,975","3,591","3,457","3,400","3,342","3,368","3,432"
Fixed Assets +,453,516,526,532,457,286,382,362,364,381,364,382,398
CWIP,21,3,0,4,0,0,0,3,0,0,0,0,0
Investments,"1,207","1,638","1,967","1,166","2,008","2,428","2,207","1,542","1,016",898,859,796,701
Other Assets +,"1,504","1,506","2,193","1,882","1,497","1,263","1,386","1,683","2,077","2,121","2,120","2,190","2,333"
Total Assets,"3,185","3,663","4,687","3,585","3,962","3,977","3,975","3,591","3,457","3,400","3,342","3,368","3,432"
