,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,10,10,10,10,11,11,11,11,11,10,10,10,10
Reserves,60,65,78,98,91,98,116,118,128,142,192,245,281
Borrowings +,0,0,14,12,10,0,0,0,0,0,7,13,12
Other Liabilities +,19,26,26,27,54,73,43,63,53,62,56,76,76
Total Liabilities,89,102,128,147,165,182,171,191,192,214,264,344,380
Fixed Assets +,8,11,31,27,24,25,27,22,19,26,25,39,57
CWIP,3,0,0,1,1,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets +,78,91,97,119,139,157,144,169,173,188,239,305,323
Total Assets,89,102,128,147,165,182,171,191,192,214,264,344,380
