,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,8,11,11,11,11,11,11,11,11,11,11,11,11
Reserves,159,175,193,202,212,245,264,331,389,408,440,493,513
Borrowings +,0,0,0,0,0,0,0,0,0,5,5,4,3
Other Liabilities +,39,43,40,51,55,70,86,103,109,105,137,133,160
Total Liabilities,206,229,245,264,278,326,362,445,510,529,593,641,688
Fixed Assets +,33,36,42,45,47,50,57,64,66,81,91,130,130
CWIP,0,7,3,1,1,2,3,7,7,13,34,5,11
Investments,73,76,93,104,126,154,189,226,261,262,261,278,309
Other Assets +,99,110,106,115,104,121,112,148,176,173,207,228,237
Total Assets,206,229,245,264,278,326,362,445,510,529,593,641,688
