,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,79,80,80,80,80,80,80,80,78,78,78,156,156
Reserves,"1,176","1,243","1,561","1,941","2,294","2,869","3,068","3,451","3,828","4,231","4,861","5,629","6,064"
Borrowings +,"1,590","2,060","2,150","1,786","1,867","2,349","1,516","1,458","1,307","2,775",622,831,"1,897"
Other Liabilities +,"2,224","2,128","2,733","3,500","4,135","5,226","5,486","5,875","7,206","7,568","8,999","11,792","13,265"
Total Liabilities,"5,069","5,511","6,524","7,308","8,375","10,525","10,150","10,863","12,419","14,651","14,559","18,407","21,382"
Fixed Assets +,212,235,350,259,276,498,476,470,454,714,605,700,833
CWIP,1,9,15,23,13,14,0,20,38,11,1,85,33
Investments,0,0,0,0,0,0,5,4,7,0,0,0,0
Other Assets +,"4,856","5,267","6,158","7,026","8,086","10,013","9,669","10,369","11,920","13,925","13,953","17,622","20,517"
Total Assets,"5,069","5,511","6,524","7,308","8,375","10,525","10,150","10,863","12,419","14,651","14,559","18,407","21,382"
