,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,16,16,16,16,24,30,30,31,31,31,31,31,31
Reserves,156,150,113,92,228,485,510,523,547,575,621,550,461
Borrowings +,156,199,286,366,298,0,5,38,82,170,63,56,141
Other Liabilities +,68,67,79,87,102,145,132,160,183,203,226,238,262
Total Liabilities,396,432,494,561,652,660,677,752,843,978,941,875,894
Fixed Assets +,252,282,324,352,373,273,267,260,264,339,340,356,388
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,1,0,0,0,1,2,3,3,3,3,3,3,3
Other Assets +,143,150,169,208,278,384,407,489,576,636,598,515,503
Total Assets,396,432,494,561,652,660,677,752,843,978,941,875,894
