,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,14.47,14.47,14.47,14.47,14.47,14.47,14.47,14.47,14.47,14.47,14.47,14.47,14.47
Reserves,73.95,70.62,64.64,68.51,63.35,62.20,61.90,64.42,65.37,66.61,61.80,61.43,59.43
Borrowings +,5.38,6.46,6.30,0.51,5.25,0.59,5.77,4.34,4.21,2.50,2.03,1.36,1.30
Other Liabilities +,18.56,18.87,38.34,21.23,19.43,28.64,15.89,16.63,18.56,20.81,15.61,18.98,19.65
Total Liabilities,112.36,110.42,123.75,104.72,102.50,105.90,98.03,99.86,102.61,104.39,93.91,96.24,94.85
Fixed Assets +,3.13,3.87,3.81,3.62,0.99,0.63,1.17,1.10,1.96,1.73,1.46,2.32,2.17
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.44,0.19,0.01,0.01,0.01,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Other Assets +,108.79,106.36,119.93,101.09,101.50,105.25,96.85,98.76,100.65,102.66,92.45,93.92,92.68
Total Assets,112.36,110.42,123.75,104.72,102.50,105.90,98.03,99.86,102.61,104.39,93.91,96.24,94.85
