,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,28,28,28,28,28,28,55,55,55,55,55,55,55
Reserves,373,434,489,530,588,735,838,935,"1,043","1,132","1,309","1,513","1,562"
Borrowings +,21,19,22,16,15,15,8,0,0,0,12,15,40
Other Liabilities +,205,263,245,259,309,311,309,349,347,404,485,527,589
Total Liabilities,626,743,784,833,940,"1,089","1,210","1,339","1,445","1,592","1,862","2,110","2,246"
Fixed Assets +,227,232,327,375,360,350,368,342,345,385,370,386,571
CWIP,13,85,62,6,7,14,6,25,43,29,24,67,42
Investments,36,28,31,35,35,135,145,171,183,583,713,531,651
Other Assets +,351,398,364,418,538,590,690,802,875,595,755,"1,127",981
Total Assets,626,743,784,833,940,"1,089","1,210","1,339","1,445","1,592","1,862","2,110","2,246"
