,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,11,11,11,11,13,15,15,15,15,15,15,15,15
Reserves,92,144,194,263,342,540,607,684,805,936,890,"1,029","1,136"
Borrowings +,75,117,165,209,271,251,211,298,380,523,515,531,488
Other Liabilities +,199,300,396,473,422,499,530,588,728,865,850,"1,023","1,019"
Total Liabilities,377,572,765,956,"1,048","1,305","1,363","1,585","1,927","2,339","2,270","2,597","2,658"
Fixed Assets +,122,170,170,178,183,198,206,203,190,188,175,180,181
CWIP,4,4,7,7,17,22,12,6,3,3,5,2,9
Investments,0,0,0,0,0,0,1,0,31,33,41,39,39
Other Assets +,252,399,588,771,848,"1,085","1,143","1,376","1,702","2,116","2,049","2,375","2,429"
Total Assets,377,572,765,956,"1,048","1,305","1,363","1,585","1,927","2,339","2,270","2,597","2,658"
