,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,31,31,31,31,31,31,31,31,31,31,30,30,30
Reserves,"1,614","1,821","1,917","2,068","2,186","2,217","2,391","2,643","3,089","3,327","3,709","4,249","4,196"
Borrowings +,831,"1,281","1,831","2,731","3,684","2,922","2,849","3,319","2,610","3,296","3,260","3,838","4,333"
Other Liabilities +,"2,249","2,586","2,615","3,149","3,050","4,315","4,947","6,393","8,406","9,086","8,323","8,999","9,096"
Total Liabilities,"4,725","5,719","6,394","7,980","8,951","9,485","10,218","12,385","14,135","15,741","15,321","17,116","17,655"
Fixed Assets +,750,"1,089","1,278","1,766","3,204","3,081","3,061","3,062","3,141","3,444","3,472","3,559","3,592"
CWIP,329,427,"1,060","1,292",398,27,117,724,16,54,34,25,38
Investments,136,84,11,10,11,63,45,51,1,1,1,5,1
Other Assets +,"3,510","4,119","4,045","4,912","5,338","6,313","6,995","8,549","10,977","12,241","11,814","13,528","14,024"
Total Assets,"4,725","5,719","6,394","7,980","8,951","9,485","10,218","12,385","14,135","15,741","15,321","17,116","17,655"
