,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,18,18,18,18,27,28,18,38,40,40,41,43,18
Reserves,87,103,56,96,71,83,110,123,119,46,80,188,212
Borrowings +,164,149,161,117,92,118,133,111,104,80,138,97,86
Other Liabilities +,25,61,80,127,64,75,65,86,92,217,93,75,44
Total Liabilities,294,331,315,358,245,295,325,338,332,359,329,378,359
Fixed Assets +,224,247,220,226,166,154,172,161,154,272,200,166,158
CWIP,3,6,9,23,14,42,0,0,2,0,0,0,0
Investments,1,3,0,6,16,20,71,89,83,3,49,115,121
Other Assets +,67,75,85,104,50,80,81,88,93,85,79,97,80
Total Assets,294,331,315,358,245,295,325,338,332,359,329,378,359
