,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,18.78,18.78,18.78,18.78,18.78,18.78,18.78,18.78,18.78,18.78,18.78,34.58,34.58
Reserves,45.71,48.48,53.06,55.02,49.97,48.77,22.64,24.38,24.73,25.88,25.12,32.93,34.58
Borrowings +,16.09,5.23,6.25,13.50,12.78,11.76,1.41,2.09,2.14,4.10,0.13,3.73,7.05
Other Liabilities +,19.44,26.21,30.29,10.95,16.22,11.46,18.20,10.77,11.57,13.92,12.63,16.71,15.90
Total Liabilities,100.02,98.70,108.38,98.25,97.75,90.77,61.03,56.02,57.22,62.68,56.66,87.95,92.11
Fixed Assets +,34.83,33.38,32.29,40.73,34.06,29.65,19.61,19.30,19.60,19.34,19.23,19.26,20.15
CWIP,14.98,13.27,13.27,13.27,13.27,13.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.78
Other Assets +,50.21,52.05,62.82,44.25,50.42,47.85,41.42,36.72,37.62,43.34,37.43,68.69,65.18
Total Assets,100.02,98.70,108.38,98.25,97.75,90.77,61.03,56.02,57.22,62.68,56.66,87.95,92.11
