,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,16,16,16,16,16,70,84,84,84,84,84,95,107
Reserves,23,42,65,81,108,291,540,628,743,827,844,456,586
Borrowings +,325,413,491,556,545,389,261,291,240,400,384,523,635
Other Liabilities +,108,130,113,161,255,241,402,379,375,379,371,321,235
Total Liabilities,472,601,685,814,924,991,"1,287","1,382","1,442","1,690","1,683","1,395","1,563"
Fixed Assets +,205,246,243,242,291,345,334,397,406,430,433,409,444
CWIP,29,7,6,37,28,28,21,20,29,7,3,10,23
Investments,0,0,0,0,0,0,0,1,1,1,1,0,5
Other Assets +,238,348,435,535,604,618,933,964,"1,007","1,253","1,246",977,"1,090"
Total Assets,472,601,685,814,924,991,"1,287","1,382","1,442","1,690","1,683","1,395","1,563"
