,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,16,16,19,31,31,31,31,31,31,31,31,31,31
Reserves,184,191,244,530,502,507,496,511,553,546,450,431,484
Borrowings +,0,0,11,64,134,150,190,184,234,966,968,"1,055","1,083"
Other Liabilities +,57,149,258,112,105,150,162,203,206,220,274,281,342
Total Liabilities,257,356,531,737,773,838,880,929,"1,024","1,763","1,724","1,798","1,941"
Fixed Assets +,1,209,349,424,464,502,531,554,595,"1,409","1,284","1,362","1,398"
CWIP,0,20,40,18,21,18,17,20,28,23,26,36,85
Investments,236,8,1,159,148,156,170,184,204,157,198,150,140
Other Assets +,19,120,142,137,140,161,162,171,196,175,215,249,318
Total Assets,257,356,531,737,773,838,880,929,"1,024","1,763","1,724","1,798","1,941"
