,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,35,38,38,38,42,39,39,39,39,39,39,39,39
Reserves,156,141,157,251,382,591,807,917,935,947,"1,245","1,547","1,595"
Borrowings +,369,355,411,434,383,409,311,384,337,349,577,"1,319","1,016"
Other Liabilities +,129,151,236,290,437,352,367,359,313,361,433,358,503
Total Liabilities,689,683,839,"1,011","1,242","1,392","1,524","1,699","1,625","1,696","2,296","3,264","3,154"
Fixed Assets +,388,365,360,346,388,484,533,543,574,575,561,630,977
CWIP,2,5,2,0,15,11,12,24,16,6,8,24,101
Investments,0,0,0,0,0,0,0,0,46,0,167,2,99
Other Assets +,298,313,478,664,839,898,979,"1,132",988,"1,115","1,560","2,608","1,977"
Total Assets,689,683,839,"1,011","1,242","1,392","1,524","1,699","1,625","1,696","2,296","3,264","3,154"
