,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,12,15,15,15,15,15,15,15,16,16,16,16,18
Reserves,25,55,84,126,176,195,151,209,208,197,158,170,366
Borrowings +,5,0,0,2,12,14,22,24,26,16,14,26,25
Other Liabilities +,11,30,20,23,42,37,135,136,134,136,117,109,65
Total Liabilities,53,101,119,165,244,262,324,385,383,365,304,321,475
Fixed Assets +,6,11,22,46,21,22,179,217,208,203,194,138,174
CWIP,4,10,0,0,0,0,0,0,0,0,0,19,7
Investments,7,22,47,8,122,156,25,11,11,15,8,6,83
Other Assets +,37,57,50,111,101,84,120,157,165,147,102,158,211
Total Assets,53,101,119,165,244,262,324,385,383,365,304,321,475
