,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,16,20,20,24,24,24,24,24,24,24,24,24,24
Reserves,156,184,125,103,32,-8,4,-189,-172,-147,-183,-205,-191
Borrowings +,582,601,673,656,669,664,621,547,495,458,470,460,417
Other Liabilities +,122,116,122,106,129,175,144,120,137,151,154,188,207
Total Liabilities,875,920,939,889,855,855,793,503,484,486,465,467,456
Fixed Assets +,441,764,768,744,708,685,622,386,375,373,356,348,342
CWIP,287,7,36,2,0,0,1,0,0,5,6,1,4
Investments,0,0,0,0,0,0,4,4,5,1,1,0,0
Other Assets +,148,149,134,143,146,170,166,112,104,106,102,117,110
Total Assets,875,920,939,889,855,855,793,503,484,486,465,467,456
