,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,13,13,13,13,13,13,13,13,13,13,13,13,13
Reserves,51,59,63,69,72,71,73,75,70,25,-26,-69,-90
Borrowings +,102,249,209,303,377,385,412,364,396,353,376,321,325
Other Liabilities +,268,195,279,249,204,220,180,200,164,143,153,417,461
Total Liabilities,433,515,564,633,665,688,678,651,642,532,515,681,708
Fixed Assets +,7,6,5,130,193,188,198,208,233,228,217,208,205
CWIP,0,93,0,73,0,0,0,0,0,0,0,0,0
Investments,7,7,7,8,10,7,5,0,5,7,8,9,10
Other Assets +,419,408,551,421,462,492,475,443,404,298,290,464,493
Total Assets,433,515,564,633,665,688,678,651,642,532,515,681,708
