,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,63.74,123.13,377.44,377.44,377.44,377.44,377.44,377.44,377.44,377.44,377.44,377.44,377.44
Reserves,121.22,128.39,104.01,71.22,68.45,68.88,78.84,81.41,73.12,70.42,64.82,61.01,59.40
Borrowings +,30.91,32.52,31.04,30.89,31.71,26.61,23.60,22.28,22.78,23.29,24.05,23.15,23.24
Other Liabilities +,117.85,190.30,45.97,54.59,56.25,57.32,48.45,28.23,30.64,27.01,27.34,28.47,29.65
Total Liabilities,333.72,474.34,558.46,534.14,533.85,530.25,528.33,509.36,503.98,498.16,493.65,490.07,489.73
Fixed Assets +,65.56,127.83,137.30,73.17,70.95,69.17,67.68,91.91,88.39,84.81,81.24,77.67,132.33
CWIP,168.43,231.87,77.10,82.60,82.60,82.60,82.60,56.44,56.44,56.44,56.44,56.44,0.00
Investments,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Other Assets +,99.31,114.64,344.06,378.37,380.30,378.48,378.05,361.01,359.15,356.91,355.97,355.96,357.40
Total Assets,333.72,474.34,558.46,534.14,533.85,530.25,528.33,509.36,503.98,498.16,493.65,490.07,489.73
