,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,22,22,22,22,22,22,22,22,22,22,22,22,22
Reserves,30,40,37,34,44,9,188,276,300,309,336,369,381
Borrowings +,356,376,378,357,317,294,255,260,230,220,274,218,210
Other Liabilities +,132,168,147,146,157,170,177,158,190,218,226,169,209
Total Liabilities,540,606,585,559,540,496,643,716,742,770,858,778,822
Fixed Assets +,285,316,315,292,271,255,388,399,420,510,484,473,459
CWIP,16,18,9,10,4,2,8,14,14,1,2,4,15
Investments,0,0,0,0,0,0,2,2,2,2,3,3,3
Other Assets +,239,272,260,257,266,239,246,301,306,257,369,299,345
Total Assets,540,606,585,559,540,496,643,716,742,770,858,778,822
