,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,12,12,12,12,12,12,12,12,12,12,12,12,12
Reserves,299,351,462,572,474,602,760,865,323,366,424,525,569
Borrowings +,625,706,686,748,332,270,446,712,250,279,203,309,528
Other Liabilities +,237,308,412,488,331,316,356,521,302,305,275,312,346
Total Liabilities,"1,173","1,376","1,572","1,820","1,149","1,200","1,575","2,111",887,962,915,"1,159","1,455"
Fixed Assets +,612,632,665,699,533,542,526,580,252,314,308,353,443
CWIP,11,14,23,117,14,9,269,770,17,5,6,110,257
Investments,0,0,0,0,35,29,26,18,22,24,23,26,25
Other Assets +,551,731,883,"1,004",567,620,754,742,596,619,578,671,730
Total Assets,"1,173","1,376","1,572","1,820","1,149","1,200","1,575","2,111",887,962,915,"1,159","1,455"
