,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,28,28,22,22,22,22,22,22,22,22,22,22,22
Reserves,198,490,447,474,472,581,558,566,577,547,565,576,572
Borrowings +,379,125,172,161,331,430,408,440,509,539,493,475,503
Other Liabilities +,195,58,80,152,157,192,222,250,293,266,282,330,331
Total Liabilities,800,702,720,810,982,"1,225","1,209","1,278","1,401","1,374","1,362","1,403","1,428"
Fixed Assets +,587,185,293,328,344,512,743,800,850,894,864,863,851
CWIP,10,58,2,14,182,269,27,12,42,15,14,10,30
Investments,10,351,255,211,174,138,100,63,48,26,19,22,19
Other Assets +,193,108,170,257,282,306,340,403,461,439,465,507,528
Total Assets,800,702,720,810,982,"1,225","1,209","1,278","1,401","1,374","1,362","1,403","1,428"
