,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,20,20,20,20,20,22,23,25,25,25,25,25,25
Reserves,200,225,254,335,411,640,881,"1,279","1,504","1,818","2,149","2,562","2,573"
Borrowings +,121,204,270,442,482,641,656,978,991,892,849,"1,106","1,077"
Other Liabilities +,95,123,138,195,289,260,319,388,458,487,690,819,"1,183"
Total Liabilities,436,571,683,992,"1,203","1,563","1,879","2,670","2,979","3,223","3,713","4,512","4,858"
Fixed Assets +,239,250,263,482,617,560,644,777,944,"1,204","1,332","1,541","1,743"
CWIP,7,29,109,125,62,77,267,515,496,294,239,356,297
Investments,0,0,10,0,0,70,108,157,210,19,19,20,21
Other Assets +,190,291,301,385,524,856,859,"1,222","1,328","1,706","2,123","2,594","2,797"
Total Assets,436,571,683,992,"1,203","1,563","1,879","2,670","2,979","3,223","3,713","4,512","4,858"
