,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,36,36,36,36,36,36,36,36,36,36,36,36,36
Reserves,574,471,548,557,588,170,253,306,340,519,209,254,291
Borrowings +,343,372,276,225,228,200,216,264,408,394,447,396,390
Other Liabilities +,308,291,244,289,248,263,300,422,423,307,330,253,314
Total Liabilities,"1,261","1,170","1,104","1,108","1,101",669,805,"1,029","1,207","1,256","1,022",939,"1,031"
Fixed Assets +,871,795,764,730,696,222,334,357,343,328,314,305,307
CWIP,14,11,9,14,28,22,6,3,5,3,3,4,2
Investments,-0,-0,-0,-0,-0,0,-0,-0,7,5,1,-0,-0
Other Assets +,377,363,332,363,376,425,465,668,853,919,704,630,722
Total Assets,"1,261","1,170","1,104","1,108","1,101",669,805,"1,029","1,207","1,256","1,022",939,"1,031"
