,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,17,17,17,17,17,17,19,19,19,19,19,19,19
Reserves,173,176,188,205,192,210,198,158,158,-21,-38,-7,-0
Borrowings +,312,209,241,320,353,321,361,289,249,29,32,24,1
Other Liabilities +,168,161,157,174,153,113,94,162,145,95,113,81,96
Total Liabilities,671,563,604,717,715,661,671,627,571,122,126,117,115
Fixed Assets +,127,125,141,184,269,273,232,197,173,62,52,43,40
CWIP,3,4,35,74,16,0,1,2,1,0,0,0,0
Investments,33,33,33,2,1,1,19,14,12,7,6,11,12
Other Assets +,508,401,395,457,429,387,420,414,386,53,68,63,63
Total Assets,671,563,604,717,715,661,671,627,571,122,126,117,115
