,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,32,32,32,32,32,32,32,29,29,29,29,27,27
Reserves,256,282,318,365,406,425,503,432,480,532,643,467,472
Borrowings +,0,0,0,0,0,1,0,0,0,6,6,2,7
Other Liabilities +,76,97,109,116,118,123,131,184,177,196,206,241,241
Total Liabilities,364,411,459,513,556,581,665,645,685,763,885,737,746
Fixed Assets +,47,49,51,61,58,54,48,48,47,57,50,59,57
CWIP,3,0,0,1,1,1,0,0,0,0,1,0,0
Investments,126,104,155,224,170,245,441,387,424,475,635,480,499
Other Assets +,189,258,253,228,328,281,176,210,214,231,200,198,190
Total Assets,364,411,459,513,556,581,665,645,685,763,885,737,746
