,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,50,50,50,50,51,51,51,57,57,57,64,64,64
Reserves,"2,362","2,782","3,340","4,513","4,991","6,554","7,239","9,719","9,983","9,873","11,380","11,689","11,230"
Borrowings +,"2,480","2,872","2,651","1,613","1,106","1,547","3,437","4,661","5,111","6,764","7,334","6,985","7,152"
Other Liabilities +,"2,413","2,684","2,514","2,857","2,451","3,442","4,507","5,620","5,000","6,512","7,040","7,863","7,329"
Total Liabilities,"7,306","8,388","8,554","9,034","8,600","11,594","15,233","20,058","20,151","23,205","25,816","26,600","25,775"
Fixed Assets +,"3,519","4,158","4,313","4,593","4,382","5,214","6,692","10,403","11,754","15,448","16,420","17,591","16,815"
CWIP,358,331,320,46,218,994,"2,915","2,304","1,539","1,642","1,107",618,474
Investments,11,16,55,64,101,506,396,"1,342",6,19,110,491,61
Other Assets +,"3,418","3,884","3,867","4,330","3,899","4,880","5,230","6,008","6,852","6,096","8,181","7,900","8,425"
Total Assets,"7,306","8,388","8,554","9,034","8,600","11,594","15,233","20,058","20,151","23,205","25,816","26,600","25,775"
