,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,48,48,48,48,48,48,48,48,48,48,48,48,48
Reserves,335,391,455,533,627,761,810,840,888,870,754,713,694
Borrowings +,0,0,0,0,0,250,123,104,0,0,0,0,238
Other Liabilities +,88,83,86,96,115,123,157,167,210,403,310,345,146
Total Liabilities,471,521,588,676,789,"1,182","1,138","1,158","1,145","1,321","1,112","1,106","1,126"
Fixed Assets +,180,150,120,91,53,371,715,674,693,847,666,641,608
CWIP,0,0,0,0,0,357,66,63,22,1,2,1,2
Investments,87,184,315,433,550,237,117,165,145,236,223,217,227
Other Assets +,203,188,153,152,186,217,240,256,285,237,222,248,289
Total Assets,471,521,588,676,789,"1,182","1,138","1,158","1,145","1,321","1,112","1,106","1,126"
