,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,23,23,23,23,33,23,24,24,24,24,24,24,24
Reserves,271,226,271,341,410,601,685,959,827,714,768,"1,012","1,031"
Borrowings +,"1,229","1,364","1,386","1,296","1,292","1,398","1,464","1,520","1,441","1,164",926,"1,103","1,029"
Other Liabilities +,242,175,243,289,315,262,293,293,321,312,351,435,456
Total Liabilities,"1,765","1,788","1,923","1,949","2,040","2,285","2,466","2,795","2,612","2,214","2,069","2,574","2,539"
Fixed Assets +,889,859,"1,044","1,007","1,035","1,100","1,175","1,099","1,150","1,027",921,943,"1,117"
CWIP,5,251,12,14,126,37,15,39,5,7,7,143,47
Investments,18,21,55,71,91,180,185,465,325,91,122,126,125
Other Assets +,852,657,812,856,788,968,"1,090","1,191","1,133","1,088","1,018","1,361","1,249"
Total Assets,"1,765","1,788","1,923","1,949","2,040","2,285","2,466","2,795","2,612","2,214","2,069","2,574","2,539"
