,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,83,83,83,83,83,83,83,83,83,83,83,83,83
Reserves,441,249,249,254,260,272,268,270,268,286,277,292,326
Borrowings +,5,4,4,3,1,0,0,0,0,0,0,0,0
Other Liabilities +,25,269,282,341,356,379,370,372,397,431,418,432,466
Total Liabilities,554,605,617,679,700,733,721,724,747,799,778,806,874
Fixed Assets +,2,2,3,2,2,2,2,2,2,1,1,1,1
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,6,5,5,7,7,3,15,24,29,20,22,14,23
Other Assets +,546,597,609,670,691,728,704,698,717,777,755,791,850
Total Assets,554,605,617,679,700,733,721,724,747,799,778,806,874
