,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,13,13,13,13,13,13,13,13,13,13,13,13,13
Reserves,313,323,327,330,321,313,312,317,322,323,330,343,362
Borrowings +,68,44,107,170,157,164,209,399,263,308,263,323,237
Other Liabilities +,151,153,188,294,232,299,341,358,281,289,319,429,420
Total Liabilities,546,533,634,807,723,789,876,"1,088",880,933,925,"1,109","1,032"
Fixed Assets +,94,106,154,155,192,185,187,195,201,193,181,168,172
CWIP,18,30,17,26,11,11,6,12,3,2,0,3,1
Investments,1,2,1,0,0,0,0,0,0,0,0,1,0
Other Assets +,432,396,463,626,519,592,682,881,676,738,744,936,860
Total Assets,546,533,634,807,723,789,876,"1,088",880,933,925,"1,109","1,032"
