,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,27,27,27,27,27,27,27,27,27,27,27,27,27
Reserves,191,211,181,144,135,133,139,142,150,146,113,98,118
Borrowings +,235,288,257,133,91,82,112,106,102,152,163,149,145
Other Liabilities +,81,109,116,91,92,100,130,126,124,124,115,89,97
Total Liabilities,534,636,580,395,346,342,408,402,403,449,419,362,387
Fixed Assets +,297,346,483,269,248,238,286,272,264,307,243,193,188
CWIP,163,195,16,17,20,22,22,21,21,21,1,0,1
Investments,0,0,0,0,0,0,0,0,0,0,0,24,24
Other Assets +,75,95,81,109,78,82,100,108,118,120,175,145,174
Total Assets,534,636,580,395,346,342,408,402,403,449,419,362,387
