,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,20,20,20,20,20,23,23,23,23,23,23,23,23
Reserves,246,274,270,274,199,-7,-248,-405,-506,-608,-598,-708,-759
Borrowings +,253,577,718,884,982,"1,140","1,325","1,173","1,442","1,202","1,034","1,046","1,043"
Other Liabilities +,337,350,374,468,520,512,399,501,314,562,477,532,569
Total Liabilities,855,"1,220","1,382","1,646","1,721","1,668","1,499","1,291","1,273","1,179",935,892,876
Fixed Assets +,156,434,512,488,436,634,562,448,397,357,148,126,325
CWIP,131,81,156,340,411,200,174,185,188,191,199,204,0
Investments,99,126,117,117,121,120,29,27,0,0,0,0,0
Other Assets +,470,579,598,702,753,714,735,631,687,630,587,563,550
Total Assets,855,"1,220","1,382","1,646","1,721","1,668","1,499","1,291","1,273","1,179",935,892,876
