,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,17,17,17,17,17,17,17,17,16,15,15,15,15
Reserves,675,953,"1,003","1,026",978,"1,167","1,347","1,425","1,464","1,420","1,794","2,119","2,300"
Borrowings +,169,71,50,93,127,193,49,29,26,29,45,55,357
Other Liabilities +,139,157,230,215,365,270,262,294,286,349,376,412,534
Total Liabilities,999,"1,198","1,300","1,351","1,487","1,648","1,674","1,765","1,792","1,814","2,231","2,601","3,207"
Fixed Assets +,258,276,334,311,329,440,679,640,621,651,634,"1,277","1,612"
CWIP,4,39,5,46,55,135,4,17,15,16,26,19,16
Investments,85,302,398,500,552,479,411,434,457,403,678,13,119
Other Assets +,652,581,563,494,552,594,580,674,699,743,894,"1,293","1,460"
Total Assets,999,"1,198","1,300","1,351","1,487","1,648","1,674","1,765","1,792","1,814","2,231","2,601","3,207"
