,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,32,33,33,55,55,55,55,222,222,222,222,222,72
Reserves,503,446,211,36,-92,-153,-184,76,22,-8,-144,-270,-345
Borrowings +,528,731,"1,222","1,298","1,336","1,351","1,335",728,735,582,608,662,832
Other Liabilities +,427,561,235,267,251,278,280,471,478,382,388,408,242
Total Liabilities,"1,490","1,770","1,701","1,655","1,550","1,531","1,485","1,348","1,308","1,028",923,871,802
Fixed Assets +,563,741,818,782,712,666,624,548,518,458,396,368,355
CWIP,78,6,7,10,6,3,3,4,6,5,5,4,4
Investments,5,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets +,844,"1,022",876,864,831,862,858,795,783,565,522,499,442
Total Assets,"1,490","1,770","1,701","1,655","1,550","1,531","1,485","1,348","1,308","1,028",923,871,802
