,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,8,12,12,12,12,12,12,12,14,15,15,15,15
Reserves,272,170,135,160,41,32,30,26,46,79,70,125,162
Borrowings +,4,229,226,281,356,274,263,262,199,180,145,151,260
Other Liabilities +,114,288,391,219,207,120,124,122,146,156,200,393,345
Total Liabilities,398,698,764,672,615,438,428,422,405,431,430,684,783
Fixed Assets +,105,316,305,274,285,125,133,126,125,141,140,153,167
CWIP,10,5,41,24,5,7,3,6,5,9,0,0,4
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets +,283,377,418,374,325,306,293,290,276,281,290,530,612
Total Assets,398,698,764,672,615,438,428,422,405,431,430,684,783
