,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64,2.64
Reserves,18.08,18.53,18.92,18.68,17.22,14.33,11.53,11.37,11.27,11.33,11.36,11.42,11.44
Borrowings +,0.00,0.00,0.00,1.03,1.43,2.77,2.86,2.71,2.56,2.71,2.71,2.71,2.57
Other Liabilities +,2.97,2.96,4.38,2.69,2.10,1.40,2.51,2.47,2.52,1.88,1.94,1.86,1.85
Total Liabilities,23.69,24.13,25.94,25.04,23.39,21.14,19.54,19.19,18.99,18.56,18.65,18.63,18.50
Fixed Assets +,4.45,4.24,3.77,2.60,2.29,2.15,1.44,1.34,1.29,1.26,1.25,1.24,1.23
CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Investments,15.50,15.50,15.50,15.50,15.50,15.50,15.50,15.50,15.50,15.50,15.50,15.50,15.50
Other Assets +,3.74,4.39,6.67,6.94,5.60,3.49,2.60,2.35,2.20,1.80,1.90,1.89,1.77
Total Assets,23.69,24.13,25.94,25.04,23.39,21.14,19.54,19.19,18.99,18.56,18.65,18.63,18.50
