,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,33,33,34,34,36,38,38,38,40,40,40,40,40
Reserves,123,90,33,81,66,70,71,69,115,105,93,96,96
Borrowings +,81,101,141,156,153,155,158,152,141,140,139,134,0
Other Liabilities +,63,65,76,77,76,89,100,95,97,109,100,114,245
Total Liabilities,301,289,284,348,331,351,367,353,392,393,372,382,381
Fixed Assets +,92,107,111,93,66,70,77,63,55,45,39,33,32
CWIP,20,3,27,29,33,21,2,1,1,1,1,1,1
Investments,13,3,2,99,98,106,123,159,155,153,153,125,124
Other Assets +,176,177,145,127,134,153,165,130,181,194,179,223,224
Total Assets,301,289,284,348,331,351,367,353,392,393,372,382,381
