,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,19,19,19,19,19,18,18,639,249,488,256,254,18
Reserves,"2,807","2,338","2,237","2,295","2,253","1,157","1,003","1,104","1,016","1,048","1,139","1,197","1,458"
Borrowings +,57,49,45,41,27,904,923,1,349,0,92,0,2
Other Liabilities +,86,87,63,54,63,109,312,718,304,529,292,298,69
Total Liabilities,"2,967","2,492","2,362","2,409","2,361","2,188","2,256","1,840","1,687","1,594","1,541","1,512","1,546"
Fixed Assets +,225,222,223,219,206,183,275,274,279,256,230,224,227
CWIP,8,12,7,7,6,10,6,20,6,6,1,0,1
Investments,"1,658","1,410","1,194","1,170","1,163","1,208","1,269",838,814,748,699,722,791
Other Assets +,"1,076",848,938,"1,012",986,787,706,708,587,585,611,567,527
Total Assets,"2,967","2,492","2,362","2,409","2,361","2,188","2,256","1,840","1,687","1,594","1,541","1,512","1,546"
