,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,50,50,52,52,53,53,41,41,41,41,41,41,40
Reserves,-115,-220,34,90,326,401,392,430,502,595,846,"1,068","1,223"
Borrowings +,135,179,163,160,89,88,110,118,100,30,34,111,100
Other Liabilities +,436,389,165,202,220,192,209,142,160,236,307,416,305
Total Liabilities,492,385,401,490,676,722,752,731,802,902,"1,228","1,636","1,668"
Fixed Assets +,279,165,156,146,166,270,267,279,270,303,309,428,438
CWIP,0,0,0,0,0,0,0,0,0,0,12,3,1
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets +,213,220,245,344,510,452,484,451,533,599,907,"1,205","1,229"
Total Assets,492,385,401,490,676,722,752,731,802,902,"1,228","1,636","1,668"
