,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,17,17,17,16,15,14,14,13,13,13,13,12,12
Reserves,162,181,186,350,338,413,473,457,464,481,521,512,517
Borrowings +,46,45,56,109,116,117,39,10,17,14,65,18,30
Other Liabilities +,50,53,99,37,20,22,13,7,10,10,16,28,29
Total Liabilities,275,295,357,511,490,565,539,487,504,517,614,570,588
Fixed Assets +,69,82,84,55,50,55,45,43,40,39,115,114,112
CWIP,4,0,1,2,6,0,0,0,0,0,0,1,1
Investments,13,12,57,184,180,286,269,203,211,219,113,116,116
Other Assets +,189,201,215,271,254,224,225,240,253,259,385,339,359
Total Assets,275,295,357,511,490,565,539,487,504,517,614,570,588
