,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Sep 2022
Share Capital +,42,42,42,42,42,42,42,43,43,43,43,43,43
Reserves,"5,364","6,275","7,364","8,734","3,402","4,632","3,220","4,665","4,894","6,527","6,806","7,057","6,390"
Borrowings +,0,0,0,0,0,0,0,0,0,115,70,83,78
Other Liabilities +,714,891,"1,006",942,"2,825","1,011","2,758","1,225","1,192","1,236","1,234","1,409","1,654"
Total Liabilities,"6,120","7,209","8,413","9,718","6,269","5,685","6,020","5,933","6,128","7,920","8,153","8,592","8,165"
Fixed Assets +,935,981,994,954,911,865,870,837,864,963,884,871,869
CWIP,56,54,13,13,0,5,1,3,0,0,0,4,1
Investments,1,1,1,0,0,10,0,0,0,0,0,0,0
Other Assets +,"5,129","6,172","7,404","8,752","5,357","4,805","5,150","5,093","5,264","6,957","7,268","7,717","7,295"
Total Assets,"6,120","7,209","8,413","9,718","6,269","5,685","6,020","5,933","6,128","7,920","8,153","8,592","8,165"
