SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,
20MICRONS,EQ,33.35,34.4,33.25,33.9,33.6,33.5,28736,970125.2,03-NOV-2013,325,INE144J01027,
3IINFOTECH,BE,6,6,5.75,5.8,5.9,6.05,562910,3268749.45,03-NOV-2013,564,INE748C01020,
3MINDIA,EQ,3419.95,3419.95,3222.45,3300.75,3320,3259,129,424871.3,03-NOV-2013,38,INE470A01017,
A2ZMES,EQ,9.75,10.5,9.75,10.35,10.25,9.75,137869,1410119.9,03-NOV-2013,600,INE619I01012,
AARTIDRUGS,EQ,194.7,207,190,199.15,200,193.2,9130,1822666.25,03-NOV-2013,290,INE767A01016,
AARTIIND,EQ,79.05,82,79,81.05,81.5,78.75,9160,734602.25,03-NOV-2013,101,INE769A01020,
AARVEEDEN,EQ,35.95,36,35.4,35.4,35.4,35.05,511,18304.7,03-NOV-2013,16,INE273D01019,
ABAN,EQ,256.45,256.8,250.1,252.05,251.75,255.85,147133,37205386.7,03-NOV-2013,2753,INE421A01028,
ABB,EQ,620,634,620,627.4,628,626.3,14509,9124762.6,03-NOV-2013,738,INE117A01022,
ABBOTINDIA,EQ,1367.95,1394.95,1333.4,1364.15,1359.05,1340.85,1241,1697142.35,03-NOV-2013,317,INE358A01014,
ABCIL,BE,88.1,97.1,88.1,97.1,97.1,92.5,3744,361650.6,03-NOV-2013,48,INE605B01016,
ABGSHIP,EQ,285.55,291.95,285.55,289.25,289.15,288.6,2302,667168.6,03-NOV-2013,169,INE067H01016,
ABIRLANUVO,EQ,1250,1260.45,1250,1256.7,1256.15,1251.1,11620,14603466.7,03-NOV-2013,792,INE069A01017,
ACC,EQ,1141.5,1146.05,1140,1143.75,1141.1,1141.65,19097,21837962.8,03-NOV-2013,852,INE012A01025,
ACCELYA,EQ,586,609,582,602.8,600.6,585.1,11028,6623632.3,03-NOV-2013,534,INE793A01012,
ACE,EQ,13.1,13.25,12.75,13.15,13.15,12.7,160413,2087190.4,03-NOV-2013,391,INE731H01025,
ACROPETAL,BE,5.35,5.55,5.35,5.5,5.4,5.3,17220,95133.7,03-NOV-2013,27,INE055L01013,
ADANIENT,EQ,205,205.8,202.7,203.65,203.65,203.85,174336,35637402.65,03-NOV-2013,2246,INE423A01024,
ADANIPORTS,EQ,144.5,146.3,143.65,144.55,144.6,144.85,161874,23412813.6,03-NOV-2013,1741,INE742F01042,
ADANIPOWER,EQ,34.65,34.8,34.3,34.5,34.45,34.35,730506,25229353.8,03-NOV-2013,3350,INE814H01011,
ADFFOODS,EQ,49,49.75,49,49.6,49.15,48.9,1649,81360.6,03-NOV-2013,179,INE982B01019,
ADHUNIK,BE,25.1,26.5,25.1,26.1,25.5,25.75,9464,247162.5,03-NOV-2013,53,INE400H01019,
