Symbol,Report Date,Interest,Profit before tax,Net Profit,EPS
AKZOINDIA,01-Mar-22,14,367,290,63.7
ALANKIT,01-Mar-15,0,1,0,0.03
ALANKIT,01-Mar-16,0,5,4,0.26
ALANKIT,01-Mar-17,1,20,13,0.93
ALANKIT,01-Mar-18,3,26,22,1.52
ALANKIT,01-Mar-19,2,22,14,0.98
ALANKIT,01-Mar-20,3,23,14,0.98
ALANKIT,01-Mar-21,4,15,11,0.69
ALANKIT,01-Mar-22,3,8,3,0.17
ALCHEM,01-Mar-09,8,19,14,11.5
ALCHEM,01-Mar-10,7,20,16,12.91
ALCHEM,01-Mar-11,4,22,13,10.68
ALCHEM,01-Mar-12,4,31,24,18.54
ALCHEM,01-Mar-13,7,38,27,20.05
ALCHEM,01-Mar-14,4,28,12,10.44
ALCHEM,01-Mar-15,5,-39,-38,-26.36
ALCHEM,01-Mar-16,5,-52,-53,-35.67
ALCHEM,01-Mar-17,2,-108,-107,-79.15
ALCHEM,01-Mar-18,2,-16,-17,-12.47
ALCHEM,01-Mar-19,1,-61,-50,-36.61
ALCHEM,01-Mar-20,1,-58,-47,-34.46
ALEMBICLTD,01-Mar-08,35,114,112,0.81
ALEMBICLTD,01-Mar-09,42,9,11,0.39
ALEMBICLTD,01-Mar-10,32,44,40,1.48
ALEMBICLTD,01-Mar-15,1,23,107,3.99
ALEMBICLTD,01-Mar-16,0,25,235,8.78
ALEMBICLTD,01-Mar-17,0,27,145,5.45
ALEMBICLTD,01-Mar-18,0,44,163,6.1
ALEMBICLTD,01-Mar-19,0,45,213,8.3
ALEMBICLTD,01-Mar-20,0,93,329,12.82
ALEMBICLTD,01-Mar-21,0,17,343,13.35
ALEMBICLTD,01-Mar-22,0,98,222,8.65
ALICON,01-Mar-11,9,20,15,14.06
ALICON,01-Mar-12,13,20,14,13.11
ALICON,01-Mar-13,11,22,17,15.35
ALICON,01-Mar-14,11,25,19,17.42
ALICON,01-Mar-15,20,29,20,18.04
ALICON,01-Mar-16,22,32,22,18.12
ALICON,01-Mar-17,26,35,25,20.14
ALICON,01-Mar-18,30,56,39,28.94
ALICON,01-Mar-19,35,76,53,38.82
ALICON,01-Mar-20,39,25,17,12.36
ALICON,01-Mar-21,36,1,-2,-1.39
ALICON,01-Mar-22,30,33,24,15.01
ALKEM,01-Mar-11,41,331,296,247.21
ALKEM,01-Mar-12,58,433,407,340.02
ALKEM,01-Mar-13,88,402,384,321.01
ALKEM,01-Mar-14,93,430,435,364.1
ALKEM,01-Mar-15,81,451,392,32.75
ALKEM,01-Mar-16,71,928,752,62.02
ALKEM,01-Mar-17,45,965,905,74.61
ALKEM,01-Mar-18,55,926,638,52.77
ALKEM,01-Mar-19,55,955,774,63.61
ALKEM,01-Mar-20,65,1260,1149,94.26
ALKEM,01-Mar-21,59,1842,1618,132.57
ALKEM,01-Mar-22,52,1844,1680,137.63
ALKYLAMINE,01-Mar-09,12,8,6,1.1
ALKYLAMINE,01-Mar-10,12,18,13,2.51
ALKYLAMINE,01-Mar-11,10,14,14,2.74
ALKYLAMINE,01-Mar-12,12,24,18,3.45
ALKYLAMINE,01-Mar-13,13,36,24,4.75
ALKYLAMINE,01-Mar-14,12,65,43,8.48
ALKYLAMINE,01-Mar-15,10,67,45,8.85
ALKYLAMINE,01-Mar-16,8,73,50,9.81
ALKYLAMINE,01-Mar-17,8,75,52,10.16
ALKYLAMINE,01-Mar-18,8,97,66,12.94
ALKYLAMINE,01-Mar-19,15,133,86,16.88
ALKYLAMINE,01-Mar-20,10,246,201,39.47
ALLCARGO,01-Dec-10,19,224,176,6.36
ALLCARGO,01-Mar-12,64,371,299,10.9
ALLCARGO,01-Mar-13,45,234,183,6.71
ALLCARGO,01-Mar-14,61,196,154,5.92
ALLCARGO,01-Mar-15,60,317,249,9.52
ALLCARGO,01-Mar-16,46,297,248,9.52
ALLCARGO,01-Mar-17,37,315,238,9.44
ALLCARGO,01-Mar-18,35,225,174,6.97
ALLCARGO,01-Mar-19,36,302,248,9.85
ALLCARGO,01-Mar-20,75,305,234,9.08
ALLCARGO,01-Mar-21,143,159,95,7.04
ALLCARGO,01-Mar-22,120,1250,965,37.68
ALLSEC,01-Mar-11,0,-7,-8,-4.97
ALLSEC,01-Mar-12,1,-10,-15,-11.14
ALLSEC,01-Mar-13,5,21,9,1.28
ALLSEC,01-Mar-14,7,-54,-37,-16.4
ALLSEC,01-Mar-15,2,-12,-14,-9.23
ALLSEC,01-Mar-16,2,35,31,20.3
ALLSEC,01-Mar-17,1,63,62,40.5
ALLSEC,01-Mar-18,0,64,60,39.07
ALLSEC,01-Mar-19,0,29,16,10.28
ALLSEC,01-Mar-20,2,57,45,29.48
ALLSEC,01-Mar-21,3,44,35,23.05
ALLSEC,01-Mar-22,2,61,36,23.39
ALOKINDS,01-Mar-10,599,286,137,1.05
ALOKINDS,01-Mar-11,782,501,312,2.37
ALOKINDS,01-Mar-12,1235,367,93,0.68
ALOKINDS,01-Sep-13,2814,779,297,2.15
ALOKINDS,01-Mar-15,3513,471,258,1.88
ALOKINDS,01-Mar-16,2874,-6555,-4357,-31.63
ALOKINDS,01-Mar-17,3442,-5393,-3083,-22.39
ALOKINDS,01-Mar-18,4711,-18569,-18580,-134.9
ALOKINDS,01-Mar-19,4309,2075,2076,15.07
ALOKINDS,01-Mar-20,94,1308,1310,5.93
ALOKINDS,01-Mar-21,489,-4454,-5673,-11.43
ALOKINDS,01-Mar-22,476,-209,-209,-0.42
ALPA,01-Mar-14,2.12,-4.95,-5.15,-2.45
ALPA,01-Mar-15,1.7,-2.72,-1.4,-0.67
ALPA,01-Mar-16,1.45,9.74,6.85,3.26
ALPA,01-Mar-17,1.71,5.64,2.52,1.2
ALPA,01-Mar-18,1.07,4.64,2.81,1.34
ALPA,01-Mar-19,0.57,2.75,1.01,0.48
ALPA,01-Mar-20,0.2,2.91,1.85,0.88
ALPA,01-Mar-21,0.08,10.79,7.25,3.45
ALPA,01-Mar-22,0.22,19.56,14.09,6.7
ALPHAGEO,01-Mar-11,0,-13,-11,-21.83
ALPHAGEO,01-Mar-12,1,-5,-5,-9.87
ALPHAGEO,01-Mar-13,0,-10,-11,-19.87
ALPHAGEO,01-Mar-14,1,28,26,46.98
ALPHAGEO,01-Mar-15,1,15,14,25.72
ALPHAGEO,01-Mar-16,1,16,12,20.64
ALPHAGEO,01-Mar-17,4,76,51,82.58
ALPHAGEO,01-Mar-18,6,85,54,85.61
ALPHAGEO,01-Mar-19,3,72,45,71.35
ALPHAGEO,01-Mar-20,3,-8,-9,-13.78
ALPHAGEO,01-Mar-21,2,9,6,10.13
ALPHAGEO,01-Mar-22,1,18,12,19.15
ALPSINDUS,01-Mar-11,84,-118,-97,-24.69
ALPSINDUS,01-Mar-12,100,-276,-276,-70.64
ALPSINDUS,01-Mar-13,100,-116,-116,-29.61
ALPSINDUS,01-Mar-14,115,-117,-118,-30.06
ALPSINDUS,01-Mar-15,2,-29,-29,-7.52
ALPSINDUS,01-Mar-16,2,20,20,5.17
ALPSINDUS,01-Mar-17,53,-121,-121,-29.87
ALPSINDUS,01-Mar-18,55,-120,-120,-30.59
ALPSINDUS,01-Mar-19,59,-63,-63,-16.17
ALPSINDUS,01-Mar-20,58,-112,-113,-28.7
ALPSINDUS,01-Mar-21,58,-75,-75,-19.16
ALPSINDUS,01-Mar-22,61,-83,-83,-21.19
AMAR,01-Jun-09,12,30,27,10.18
AMAR,01-Jun-10,21,39,33,12.58
AMAR,01-Jun-11,27,46,39,14.96
AMAR,01-Jun-12,40,58,45,17.39
AMARAJABAT,01-Mar-19,7,730,483,28.29
AMARAJABAT,01-Mar-20,12,841,661,38.69
AMARAJABAT,01-Mar-21,11,873,647,37.87
AMARAJABAT,01-Mar-22,15,691,513,30.01
AMARJOTHI,01-Mar-15,16,18,13,19.59
AMARJOTHI,01-Mar-16,13,11,10,14.28
AMARJOTHI,01-Mar-17,12,25,17,22.5
AMARJOTHI,01-Mar-18,12,20,15,19.16
AMARJOTHI,01-Mar-19,14,21,15,22.58
AMARJOTHI,01-Mar-20,10,17,10,16.13
AMARJOTHI,01-Mar-21,12,14,13,23.32
AMARJOTHI,01-Mar-22,6,22,22,32.25
AMBER,01-Mar-14,32,31,22,9.96
AMBER,01-Mar-15,43,40,29,13.26
AMBER,01-Mar-16,53,33,24,11.1
AMBER,01-Mar-17,64,36,22,9.3
AMBER,01-Mar-18,54,89,62,19.81
AMBER,01-Mar-19,25,136,95,29.78
AMBER,01-Mar-20,43,191,164,50.37
AMBER,01-Mar-21,42,120,83,24.22
AMBER,01-Mar-22,48,154,111,32.41
AMBICAAGAR,01-Mar-09,4,1.81,1.56,
AMBICAAGAR,01-Mar-10,4.38,1.94,1.33,0.81
AMBICAAGAR,01-Mar-16,8.97,1.94,1.27,0.74
AMBUJACEM,01-Dec-10,49,1661,1263,8.26
AMBUJACEM,01-Dec-11,53,1701,1227,8
AMBUJACEM,01-Dec-12,78,1896,1292,8.39
AMBUJACEM,01-Dec-13,67,1498,1278,8.27
AMBUJACEM,01-Dec-14,66,1774,1487,9.59
AMBUJACEM,01-Dec-15,92,1173,808,5.21
AMBUJACEM,01-Dec-16,153,2008,1434,5.57
AMBUJACEM,01-Dec-17,206,2768,1945,7.64
AMBUJACEM,01-Dec-18,170,2919,2973,10.97
AMBUJACEM,01-Dec-19,170,3875,2783,10.55
AMBUJACEM,01-Dec-20,140,3992,3107,11.91
AMBUJACEM,01-Dec-21,146,5164,3711,14
AMDIND,01-Mar-06,4,5,4,
AMDIND,01-Mar-07,6,3,3,1.33
AMDIND,01-Mar-08,5,-1,-2,-1.08
AMDIND,01-Mar-09,8,3,0,0.01
AMDIND,01-Mar-10,8,7,3,1.64
AMDIND,01-Mar-11,10,6,4,2.02
AMDIND,01-Mar-12,11,10,6,3.2
AMDIND,01-Mar-13,10,2,1,0.56
AMDIND,01-Mar-14,13,9,6,3.07
AMIORG,01-Mar-17,3,19,12,80.33
AMIORG,01-Mar-18,3,28,18,123.33
AMIORG,01-Mar-19,5,35,23,22.19
AMIORG,01-Mar-20,6,35,27,26.16
AMIORG,01-Mar-21,6,72,54,17.14
AMIORG,01-Mar-22,6,91,72,19.75
AMJLAND,01-Mar-11,5,9,7,1.8
AMJLAND,01-Mar-12,6,16,11,2.71
AMJLAND,01-Mar-13,9,24,17,4.03
AMJLAND,01-Mar-14,11,21,14,3.46
AMJLAND,01-Mar-15,12,26,21,5.06
AMJLAND,01-Mar-16,2,11,7,1.76
AMJLAND,01-Mar-17,0,7,7,1.67
AMJLAND,01-Mar-18,0,5,3,0.81
AMJLAND,01-Mar-19,0,7,4,1.07
AMJLAND,01-Mar-20,0,11,10,2.39
AMJLAND,01-Mar-21,0,6,4,1.08
AMJLAND,01-Mar-22,0,12,9,2.16
AMLSTEEL,01-Mar-06,1,20,16,21.39
AMLSTEEL,01-Mar-07,3,22,17,22.69
AMLSTEEL,01-Mar-08,8,15,10,13.2
AMLSTEEL,01-Mar-09,20,4,1,1.05
AMLSTEEL,01-Mar-10,20,-16,-16,-21.73
AMLSTEEL,01-Mar-11,18,-44,-44,-59.29
AMLSTEEL,01-Mar-12,23,-13,-14,-18.21
AMLSTEEL,01-Mar-13,27,-13,-14,-18.4
AMLSTEEL,01-Mar-14,30,-21,-22,-29.21
AMRUTANJAN,01-Mar-06,1,11,6,
AMRUTANJAN,01-Mar-07,1,11,6,
AMRUTANJAN,01-Mar-08,1,9,5,
AMRUTANJAN,01-Mar-09,0,123,92,29.8
AMRUTANJAN,01-Mar-10,0,19,11,
AMRUTANJAN,01-Mar-11,1,15,10,
AMRUTANJAN,01-Mar-12,3,16,10,3.32
AMRUTANJAN,01-Mar-13,2,15,10,3.47
AMRUTANJAN,01-Mar-14,2,19,12,4.26
AMRUTANJAN,01-Mar-15,1,24,15,5.1
AMRUTANJAN,01-Mar-16,0,33,21,7.05
AMTEKAUTO,01-Jun-08,116,634,465,30.31
AMTEKAUTO,01-Jun-09,152,275,190,12.25
AMTEKAUTO,01-Jun-10,205,392,271,11.92
AMTEKAUTO,01-Jun-11,290,475,323,11.13
AMTEKAUTO,01-Jun-12,520,974,697,25.78
AMTEKAUTO,01-Sep-13,776,903,570,19.16
AMTEKAUTO,01-Sep-14,1139,1354,994,38.5
AMTEKAUTO,01-Sep-15,1508,-562,-840,-43.92
AMTEKAUTO,01-Mar-16,647,-1145,-1239,-54.15
AMTEKAUTO,01-Mar-17,1374,-3625,-3034,-115.38
AMTEKAUTO,01-Mar-18,970,-9952,-10209,-398.95
AMTEKAUTO,01-Mar-19,78,-358,-374,-14.93
ANANTRAJ,01-Mar-11,21,230,168,5.7
ANANTRAJ,01-Mar-12,21,153,113,3.85
ANANTRAJ,01-Mar-13,16,149,108,3.59
ANANTRAJ,01-Mar-14,19,125,100,3.4
ANANTRAJ,01-Mar-15,55,175,142,4.82
ANANTRAJ,01-Mar-16,46,87,70,2.35
ANANTRAJ,01-Mar-17,54,88,76,2.61
ANANTRAJ,01-Mar-18,55,79,66,2.29
ANANTRAJ,01-Mar-19,28,40,40,1.45
ANANTRAJ,01-Mar-20,15,29,24,0.91
ANANTRAJ,01-Mar-21,31,8,9,0.36
ANANTRAJ,01-Mar-22,27,72,53,1.86
ANDHRSUGAR,01-Mar-11,21,80,67,4.27
ANDHRSUGAR,01-Mar-12,24,165,115,8.06
ANDHRSUGAR,01-Mar-13,24,142,90,6.17
ANDHRSUGAR,01-Mar-14,22,83,57,3.81
ANDHRSUGAR,01-Mar-15,24,12,1,-0.36
ANDHRSUGAR,01-Mar-16,29,93,56,3.55
ANDHRSUGAR,01-Mar-17,27,167,125,8.96
ANDHRSUGAR,01-Mar-18,33,168,119,8.6
ANDHRSUGAR,01-Mar-19,31,278,192,14.06
ANDHRSUGAR,01-Mar-20,29,231,211,14.99
ANDHRSUGAR,01-Mar-21,27,170,141,9.96
ANDHRSUGAR,01-Mar-22,13,300,246,17.87
ANDREWYU,01-Mar-11,18,42,57,1.79
ANDREWYU,01-Mar-12,17,13,26,0.79
ANDREWYU,01-Mar-13,12,14,24,0.75
ANDREWYU,01-Mar-14,12,26,35,1.08
ANDREWYU,01-Mar-15,11,14,46,1.38
ANDREWYU,01-Mar-16,10,10,21,0.63
ANDREWYU,01-Mar-17,9,38,45,0.93
ANDREWYU,01-Mar-18,7,20,22,0.46
ANDREWYU,01-Mar-19,6,7,6,0.11
ANDREWYU,01-Mar-20,8,-23,-22,-0.44
ANDREWYU,01-Mar-21,8,14,35,0.72
ANDREWYU,01-Mar-22,8,11,-5,-0.11
ANGIND,01-Mar-08,11,19,17,12.82
ANGIND,01-Mar-09,14,2,1,0.65
ANGIND,01-Mar-10,14,-6,-9,-6.8
ANGIND,01-Mar-11,14,3,2,1.5
ANGIND,01-Mar-12,23,3,3,2.01
ANGIND,01-Mar-13,23,-12,-13,-8.27
ANGIND,01-Mar-14,20,-4,-3,-2.21
ANGIND,01-Mar-15,18,-10,-10,-6.18
ANGIND,01-Mar-16,16,-10,-10,-6.45
ANGIND,01-Mar-17,9,-110,-108,-66.82
ANIKINDS,01-Mar-17,44,35,36,12.89
ANIKINDS,01-Mar-18,12,17,14,4.98
ANIKINDS,01-Mar-19,13,-23,-15,-5.47
ANIKINDS,01-Mar-20,11,-57,-38,-13.61
ANIKINDS,01-Mar-21,11,6,4,1.62
ANIKINDS,01-Mar-22,7,16,10,3.61
ANKITMETAL,01-Mar-15,113,-193,-193,-15.84
ANSALAPI,01-Mar-11,107,169,108,6.45
ANSALAPI,01-Mar-12,90,15,5,0.32
ANSALAPI,01-Mar-13,72,31,5,0.3
ANSALAPI,01-Mar-14,51,42,17,0.38
ANSALAPI,01-Mar-15,42,36,20,1.3
ANSALAPI,01-Mar-16,63,3,-4,-0.13
ANSALAPI,01-Mar-17,109,-31,-39,-1.32
ANSALAPI,01-Mar-18,170,-199,-172,-10.91
ANSALAPI,01-Mar-19,179,-132,-140,-7.41
ANSALAPI,01-Mar-20,161,-254,-261,-15.32
ANSALAPI,01-Mar-21,140,-89,-66,-3.85
ANSALAPI,01-Mar-22,107,-115,-106,-5.2
ANSALHSG,01-Mar-11,39,41,29,5.02
ANSALHSG,01-Mar-12,40,56,36,
ANSALHSG,01-Mar-13,47,62,44,7.41
ANSALHSG,01-Mar-14,51,69,43,7.32
ANSALHSG,01-Mar-15,42,49,29,4.84
ANSALHSG,01-Mar-16,65,22,13,2.17
ANSALHSG,01-Mar-17,72,-5,-3,-0.55
ANSALHSG,01-Mar-18,83,-27,-19,-3.21
ANSALHSG,01-Mar-19,78,-13,-4,-0.67
ANSALHSG,01-Mar-20,68,-75,-58,-9.75
ANSALHSG,01-Mar-21,68,-63,-42,-7.12
ANSALHSG,01-Mar-22,73,-35,-23,-3.93
ANUP,01-Mar-20,2,63,43,42.13
ANUP,01-Mar-21,2,61,54,54.44
ANUP,01-Mar-22,2,61,62,62.8
ANURAS,01-Mar-19,24,66,49,9.85
ANURAS,01-Mar-20,45,72,53,10.64
ANURAS,01-Mar-21,69,100,70,7.04
ANURAS,01-Mar-22,31,222,152,15.18
APARINDS,01-Mar-11,78,154,96,29.48
APARINDS,01-Mar-12,170,77,74,20.3
APARINDS,01-Mar-13,144,150,110,28.45
APARINDS,01-Mar-14,155,129,90,23.37
APARINDS,01-Mar-15,162,72,49,12.86
APARINDS,01-Mar-16,175,178,122,31.61
APARINDS,01-Mar-17,131,273,177,46.14
APARINDS,01-Mar-18,158,223,145,37.82
APARINDS,01-Mar-19,223,216,136,35.55
APARINDS,01-Mar-20,254,169,135,35.32
APARINDS,01-Mar-21,157,208,160,41.94
APARINDS,01-Mar-22,171,342,257,67.09
APCL,01-Mar-06,3,0,0,0.01
APCL,01-Mar-07,4,12,12,3.07
APCL,01-Mar-08,7,25,18,4.65
APCL,01-Mar-09,7,27,17,4.44
APCL,01-Mar-10,7,22,12,3.22
APCL,01-Mar-11,28,2,1,0.19
APCL,01-Mar-12,36,20,17,4.52
APCL,01-Mar-13,37,6,4,1.14
APCL,01-Mar-22,30,59,42,10.93
APCOTEXIND,01-Mar-15,4,35,25,4.76
APCOTEXIND,01-Mar-16,3,36,39,7.44
APLAB,01-Mar-06,3,8,5,4.85
APLAB,01-Mar-07,3,5,3,3.21
APLAB,01-Mar-08,4,6,3,3.34
APLAB,01-Mar-09,5,2,1,0.6
APLAB,01-Mar-10,5,-6,-6,-6.16
APLAB,01-Mar-11,6,0,1,0.5
APLAB,01-Mar-12,9,-2,-2,-1.8
APLAB,01-Mar-13,9,-14,-14,-14.06
APLAB,01-Mar-14,10,1,1,0.85
APLAB,01-Mar-15,11,-14,-14,-14.21
APLAB,01-Mar-16,11,-18,-18,-17.57
APLAPOLLO,01-Mar-11,23,63,43,2.12
APLAPOLLO,01-Mar-12,34,72,49,2.3
APLAPOLLO,01-Mar-13,43,105,69,3.08
APLAPOLLO,01-Mar-14,61,89,59,2.52
APLAPOLLO,01-Mar-15,66,98,64,2.72
APLAPOLLO,01-Mar-16,70,163,101,4.29
APLAPOLLO,01-Mar-17,72,216,152,6.45
APLAPOLLO,01-Mar-18,81,244,158,6.66
APLAPOLLO,01-Mar-19,113,227,148,6.22
APLAPOLLO,01-Mar-20,107,296,256,9.58
APLAPOLLO,01-Mar-21,66,546,408,14.42
APLAPOLLO,01-Mar-22,44,832,619,22.27
APLLTD,01-Mar-11,28,107,85,
APLLTD,01-Mar-12,38,161,130,6.9
APLLTD,01-Mar-13,15,206,165,8.77
APLLTD,01-Mar-14,10,311,236,12.49
APLLTD,01-Mar-15,4,359,283,15.01
APLLTD,01-Mar-16,5,936,720,38.2
APLLTD,01-Mar-17,5,529,403,21.39
APLLTD,01-Mar-18,3,541,413,21.89
APLLTD,01-Mar-19,18,749,583,31
APLLTD,01-Mar-20,27,1000,801,43.97
APLLTD,01-Mar-21,16,1368,1146,58.33
APLLTD,01-Mar-22,18,620,521,26.5
APOLLO,01-Mar-20,15,25,14,6.75
APOLLO,01-Mar-21,16,14,10,4.94
APOLLO,01-Mar-22,17,20,15,7.04
APOLLOHOSP,01-Mar-11,78,261,182,14.75
APOLLOHOSP,01-Mar-12,89,326,218,16.31
APOLLOHOSP,01-Mar-13,103,399,303,21.88
APOLLOHOSP,01-Mar-14,119,407,315,22.77
APOLLOHOSP,01-Mar-15,118,455,335,24.43
APOLLOHOSP,01-Mar-16,180,332,235,16.99
APOLLOHOSP,01-Mar-17,257,222,131,15.88
APOLLOHOSP,01-Mar-18,295,171,60,8.44
APOLLOHOSP,01-Mar-19,327,373,200,16.96
APOLLOHOSP,01-Mar-20,533,660,432,32.7
APOLLOHOSP,01-Mar-21,449,221,137,10.46
APOLLOHOSP,01-Mar-22,379,1578,1108,73.42
APOLLOPIPE,01-Mar-15,3,13,12,3.87
APOLLOPIPE,01-Mar-16,5,15,10,3.34
APOLLOPIPE,01-Mar-17,4,24,16,5.27
APOLLOTYRE,01-Mar-11,204,547,440,8.73
APOLLOTYRE,01-Mar-12,297,556,410,8.13
APOLLOTYRE,01-Mar-13,323,859,612,12.15
APOLLOTYRE,01-Mar-14,293,1232,1005,19.94
APOLLOTYRE,01-Mar-15,189,1331,978,19.21
APOLLOTYRE,01-Mar-16,101,1591,1123,22.06
APOLLOTYRE,01-Mar-17,118,1436,1099,21.59
APOLLOTYRE,01-Mar-18,177,1012,724,12.65
APOLLOTYRE,01-Mar-19,199,888,680,11.88
APOLLOTYRE,01-Mar-20,300,543,476,8.33
APOLLOTYRE,01-Mar-21,463,561,350,5.51
APOLLOTYRE,01-Mar-22,465,848,639,10.06
APOLSINHOT,01-Mar-15,1,7,4,17
APOLSINHOT,01-Mar-16,1,2,1,3.73
APOLSINHOT,01-Mar-17,1,16,12,46.58
APOLSINHOT,01-Mar-18,1,18,15,58.5
APOLSINHOT,01-Mar-19,0,24,21,79.06
APOLSINHOT,01-Mar-20,2,19,15,58.91
APOLSINHOT,01-Mar-21,2,11,10,36.8
APOLSINHOT,01-Mar-22,3,18,15,56.95
APTECHT,01-Mar-11,3,43,43,9.22
APTECHT,01-Mar-12,0,76,75,15.58
APTECHT,01-Mar-13,1,39,31,6.42
APTECHT,01-Mar-14,1,36,30,7.46
APTECHT,01-Mar-15,1,19,16,3.92
APTECHT,01-Mar-16,1,13,10,2.55
APTECHT,01-Mar-17,0,23,19,4.84
APTECHT,01-Mar-18,0,37,33,8.24
APTECHT,01-Mar-19,0,22,18,4.57
APTECHT,01-Mar-20,1,21,14,3.36
APTECHT,01-Mar-21,2,9,12,3.01
APTECHT,01-Mar-22,0,43,49,11.96
ARENTERP,01-Mar-17,0.05,0.27,0.22,0.71
ARENTERP,01-Mar-18,0.01,0.83,0.71,2.28
ARENTERP,01-Mar-19,0,0.81,0.59,1.9
ARENTERP,01-Mar-20,0,-7.84,-5.82,-18.72
ARENTERP,01-Mar-21,0,0.91,0.71,2.28
ARENTERP,01-Mar-22,0,0.53,0.55,1.77
ARIES,01-Mar-11,12,28,20,14.3
ARIES,01-Mar-12,23,21,16,11.43
ARIES,01-Mar-13,24,20,16,10.75
ARIES,01-Mar-14,25,25,19,12.5
ARIES,01-Mar-15,24,22,19,12.96
ARIES,01-Mar-16,25,12,8,5.56
ARIES,01-Mar-17,23,12,5,5.43
ARIES,01-Mar-18,29,17,9,8.06
ARIES,01-Mar-19,29,16,8,7.6
ARIES,01-Mar-20,26,16,8,7.49
ARIES,01-Mar-21,26,25,16,13.81
ARIES,01-Mar-22,24,20,12,10.22
ARIHANT,01-Sep-10,9.1,3.16,2.11,2.82
ARIHANT,01-Sep-11,7.83,1.81,0.9,1.05
ARIHANT,01-Sep-12,8.26,6.68,4.84,5.63
ARIHANT,01-Sep-13,14.55,-21.9,-18.56,-21.58
ARIHANT,01-Dec-14,13.17,-21.59,-18.66,-21.7
ARIHANT,01-Mar-16,20.05,-14.56,-12.22,-13.5
ARIHANT,01-Mar-17,23.44,-7.07,-6.89,-8.01
ARIHANT,01-Mar-18,18.99,2.13,-1.4,-3.07
ARIHANT,01-Mar-19,24.39,3.98,1.03,-2.92
ARIHANT,01-Mar-20,17.61,-5.46,-7.08,-7.84
ARIHANT,01-Mar-21,23.31,-13.16,-15.99,-11.69
ARIHANT,01-Mar-22,11.06,-3,-4.74,-1.16
ARIHANTSUP,01-Mar-11,2,11,7,1.76
ARIHANTSUP,01-Mar-12,5,9,5,1.3
ARIHANTSUP,01-Mar-13,9,-1,-3,-0.72
ARIHANTSUP,01-Mar-14,14,7,3,0.32
ARIHANTSUP,01-Mar-15,6,19,11,2.46
ARIHANTSUP,01-Mar-16,4,31,21,4.63
ARIHANTSUP,01-Mar-17,10,53,36,7.97
ARIHANTSUP,01-Mar-18,15,22,15,3.05
ARIHANTSUP,01-Mar-19,32,23,18,3.15
ARIHANTSUP,01-Mar-20,30,16,11,1.33
ARIHANTSUP,01-Mar-21,28,20,16,2.71
ARIHANTSUP,01-Mar-22,21,48,41,10.04
ARROWGREEN,01-Mar-11,0,0,0,-0.21
ARROWGREEN,01-Mar-12,0,-1,-1,-0.87
ARROWGREEN,01-Mar-13,0,3,3,1.82
ARROWGREEN,01-Mar-14,0,20,16,11.22
ARROWGREEN,01-Mar-15,0,30,22,15.84
ARROWGREEN,01-Mar-16,0,41,31,21.67
ARROWGREEN,01-Mar-17,0,39,35,24.19
ARROWGREEN,01-Mar-18,0,3,0,0.19
ARROWGREEN,01-Mar-19,0,-17,-17,-11.83
ARROWGREEN,01-Mar-20,1,-10,-10,-7.07
ARROWGREEN,01-Mar-21,1,6,7,4.55
ARROWGREEN,01-Mar-22,1,-11,-9,-6.62
ARSHIYA,01-Mar-11,47,96,82,13.95
ARSHIYA,01-Mar-12,106,142,121,20.54
ARSHIYA,01-Mar-13,251,-133,-127,-20.54
ARSHIYA,01-Mar-14,366,-825,-846,-126.11
ARSHIYA,01-Mar-15,404,-480,-474,-37.21
ARSHIYA,01-Mar-16,343,-601,-604,-38.65
ARSHIYA,01-Mar-17,295,-383,-383,-24.5
ARSHIYA,01-Mar-18,316,31,31,1.36
ARSHIYA,01-Mar-19,276,-268,-268,-10.98
ARSHIYA,01-Mar-20,336,-451,-462,-17.91
ARSHIYA,01-Mar-21,232,-205,-205,-7.83
ARSHIYA,01-Mar-22,162,424,424,16.16
ARSSINFRA,01-Mar-11,99,152,112,75.57
ARSSINFRA,01-Mar-12,162,-24,-30,-19.95
ARSSINFRA,01-Mar-16,165,6,5,3.38
ARSSINFRA,01-Mar-17,81,-337,-333,-224.1
ARSSINFRA,01-Mar-18,41,-82,-58,-25.69
ARSSINFRA,01-Mar-19,29,-17,-12,-5.2
ARSSINFRA,01-Mar-20,5,11,9,3.98
ARSSINFRA,01-Mar-21,2,-50,-52,-22.85
ARSSINFRA,01-Mar-22,2,-108,-110,-48.56
ARTEMISMED,01-Mar-19,11,37,20,0.97
ARTEMISMED,01-Mar-20,13,31,19,1.49
ARTEMISMED,01-Mar-21,13,8,6,0.49
ARTEMISMED,01-Mar-22,12,37,31,2.4
ARVIND,01-Mar-11,236,176,165,6.48
ARVIND,01-Mar-12,309,495,436,17.12
ARVIND,01-Mar-13,315,248,248,9.63
ARVIND,01-Mar-14,354,407,353,13.71
ARVIND,01-Mar-15,417,445,338,13.21
ARVIND,01-Mar-16,383,441,316,12.17
ARVIND,01-Mar-17,312,420,321,12.18
ARVIND,01-Mar-18,192,385,316,11.97
ARVIND,01-Mar-19,236,290,228,8.75
ARVIND,01-Mar-20,255,168,92,3.7
ARVIND,01-Mar-21,239,-31,-27,-0.64
ARVIND,01-Mar-22,197,378,242,9.14
ARVINDFASN,01-Mar-17,34,-1,15,
ARVINDFASN,01-Mar-18,96,12,13,
ARVINDFASN,01-Mar-19,131,13,21,1.48
